/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony0.png,7
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony1.png,58
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony2.png,69
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony3.png,54
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony4.png,85
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony5.png,48
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony6.png,78
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony7.png,86
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony8.png,70
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony9.png,85
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony10.png,13
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony11.png,97
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony12.png,63
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony13.png,16
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony14.png,19
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony15.png,12
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony16.png,1
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony17.png,32
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony18.png,10
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony19.png,67
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony20.png,93
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony21.png,15
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony22.png,75
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony23.png,91
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony24.png,37
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony25.png,8
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony26.png,47
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony27.png,18
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony28.png,78
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony29.png,10
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony30.png,78
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony31.png,18
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony32.png,37
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony33.png,16
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony34.png,24
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony35.png,66
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony36.png,72
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony37.png,2
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony38.png,34
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony39.png,55
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony40.png,90
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony41.png,61
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony42.png,98
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony43.png,67
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony44.png,9
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony45.png,92
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony46.png,2
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony47.png,92
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony48.png,90
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony49.png,7
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony50.png,42
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony51.png,98
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony52.png,71
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony53.png,97
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony54.png,48
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony55.png,89
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony56.png,29
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony57.png,29
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony58.png,74
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony59.png,83
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony60.png,75
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony61.png,63
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony62.png,36
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony63.png,33
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony64.png,34
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony65.png,78
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony66.png,27
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony67.png,18
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony68.png,64
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony69.png,25
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony70.png,88
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony71.png,62
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony72.png,40
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony73.png,16
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony74.png,68
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony75.png,10
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony76.png,72
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony77.png,13
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony78.png,87
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony79.png,5
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony80.png,25
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony81.png,15
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony82.png,38
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony83.png,89
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony84.png,32
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony85.png,85
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony86.png,22
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony87.png,99
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony88.png,1
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony89.png,73
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony90.png,82
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony91.png,71
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony92.png,82
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony93.png,95
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony94.png,5
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony95.png,98
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony96.png,27
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony97.png,23
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony98.png,41
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony99.png,26
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony100.png,61
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony101.png,85
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony102.png,88
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony103.png,24
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony104.png,60
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony105.png,32
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony106.png,81
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony107.png,23
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony108.png,39
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony109.png,35
/home/shs2017/Documents/Summer 2020/CS4641/Project/data/train/colony110.png,67
